iter	Logloss
148	0.2829782237
149	0.2826256959
150	0.2818302486
151	0.2805428436
152	0.2791560076
153	0.2786353844
154	0.2773621877
155	0.2754621644
156	0.274911687
157	0.2741231504
158	0.2726138018
159	0.2718670057
160	0.2710699275
161	0.269940473
162	0.2689808002
163	0.2678874748
164	0.2670464999
165	0.2667649863
166	0.2654828611
167	0.2643075473
168	0.2633019599
169	0.2623821203
170	0.2608083918
171	0.259664425
172	0.2587274745
173	0.25825987
174	0.2572036411
175	0.2565113012
176	0.2555045805
177	0.2540850708
178	0.2530880251
179	0.2520677318
180	0.2503979448
181	0.2496122001
182	0.2488972208
183	0.2478643224
184	0.2468316175
185	0.2464261815
186	0.2448036636
187	0.2439951136
188	0.2429724707
189	0.2423693339
190	0.2417000757
191	0.2397410075
192	0.2391379536
193	0.2383846891
194	0.2377435435
195	0.2373317221
196	0.2360254924
197	0.2352280548
198	0.2342015142
199	0.2331091839
200	0.2320523469
201	0.230857241
202	0.2299945665
203	0.2287164218
204	0.2273455495
205	0.2267453567
206	0.2261586949
207	0.2258029053
208	0.2245248712
209	0.2238064642
210	0.2226971474
211	0.2224114183
212	0.2214324785
213	0.2202725894
214	0.2198745755
215	0.2193435171
216	0.2177186081
217	0.2165613313
218	0.2146174389
219	0.2127500755
220	0.2116813936
221	0.2107327917
222	0.2098867306
223	0.2088566379
224	0.207946805
225	0.2067637236
226	0.2061071119
227	0.2053261633
228	0.2043922258
229	0.2033472476
230	0.2022390504
231	0.2014204799
232	0.2005541705
233	0.1994179712
234	0.1986062976
235	0.1980721018
236	0.1970059492
237	0.1965346129
238	0.1954330223
239	0.1938587963
240	0.1930972942
241	0.1923637528
242	0.1918779733
243	0.1911719502
244	0.1905327673
245	0.1902730914
246	0.1896554698
247	0.1885917912
248	0.1882540938
249	0.1872749329
250	0.1866024957
251	0.1856817439
252	0.1848190004
253	0.184679059
254	0.1834761163
255	0.1826345471
256	0.1818809509
257	0.181256391
258	0.1804349872
259	0.1797624809
260	0.1793572937
261	0.1789952983
262	0.1779988883
263	0.1771823772
264	0.1766482229
265	0.1760383136
266	0.1754860671
267	0.1745887563
268	0.174138387
269	0.1732796241
270	0.1726959063
271	0.1716653575
272	0.1709936805
273	0.1703525073
274	0.1692568738
275	0.1679994058
276	0.1670017381
277	0.165924017
278	0.1652448765
279	0.1645049772
280	0.1640994307
281	0.1632975979
282	0.1626892643
283	0.1623414081
284	0.1616313216
285	0.161104921
286	0.1606115258
287	0.1599574849
288	0.159628177
289	0.1592415796
290	0.1584170245
291	0.1579097388
292	0.157409198
293	0.1565819754
294	0.1561848184
295	0.1554259425
296	0.1550964411
297	0.1544839196
298	0.1539221225
299	0.1534217613
300	0.1526242546
301	0.1523463484
302	0.1510997302
303	0.1505239321
304	0.1495609283
305	0.148867538
306	0.1484194493
307	0.1478031131
308	0.1474059008
309	0.1466925801
310	0.1465413743
311	0.1462797635
312	0.1457813926
313	0.1452400373
314	0.1446623595
315	0.1441594691
316	0.1439933362
317	0.1436554453
318	0.1429366236
319	0.1420846607
320	0.1415253238
321	0.1411557128
322	0.1405901702
323	0.1399810763
324	0.139721746
325	0.1391782622
326	0.1386980665
327	0.1380877287
328	0.137701615
329	0.137461372
330	0.1368721534
331	0.1362563147
332	0.1359283337
333	0.1353318864
334	0.1348863546
335	0.1345495556
336	0.1339629353
337	0.133510479
338	0.1330967502
339	0.1325130048
340	0.1320479849
341	0.1317859871
342	0.1310181825
343	0.1303383786
344	0.1297071706
345	0.1294519867
346	0.1291634656
347	0.1287923896
348	0.1281408503
349	0.1273950217
350	0.1266558827
351	0.1266111706
352	0.126359207
353	0.1256626654
354	0.1254069425
355	0.1250263021
356	0.1247033658
357	0.1242309377
358	0.1236504403
359	0.1230546288
360	0.1228049873
361	0.1222577302
362	0.1219757467
363	0.1213464322
364	0.1212712855
365	0.1208504387
366	0.1203719844
367	0.1198892593
368	0.1192685141
369	0.1190906746
370	0.1186958119
371	0.1182152568
372	0.1175672559
373	0.1172858528
374	0.1169425854
375	0.1166573538
376	0.1161635717
377	0.1155219562
378	0.114983683
379	0.1142902789
380	0.1141290941
381	0.1135631782
382	0.1133977779
383	0.1128049381
384	0.1121488585
385	0.1119048077
386	0.1116159688
387	0.1109077136
388	0.1105007158
389	0.1100851142
390	0.1099219875
391	0.1095635511
392	0.1092942763
393	0.1084427626
394	0.1079583928
395	0.1076548894
396	0.1068903398
397	0.106558627
398	0.1059852959
399	0.1057175277
400	0.1053659881
401	0.1050295
402	0.1047701006
403	0.1043710432
404	0.1037991842
405	0.1033881367
406	0.1030688217
407	0.1028425521
408	0.102545061
409	0.1021445178
410	0.1020753073
411	0.1017107756
412	0.1011114051
413	0.1005487304
414	0.1002700571
415	0.09999107969
416	0.09961952679
417	0.09910161944
418	0.0986066763
419	0.09811300471
420	0.09760541501
421	0.09702783391
422	0.09671683933
423	0.09647596055
424	0.09640154631
425	0.09624801857
426	0.0960680851
427	0.0956702025
428	0.09537790824
429	0.09524274218
430	0.09490201093
431	0.09465690972
432	0.09432215622
433	0.09422750749
434	0.094047035
435	0.09375196263
436	0.09361777098
437	0.09289339314
438	0.09271701177
439	0.09242870497
440	0.09205394551
441	0.09159916035
442	0.09127057808
443	0.09100714283
444	0.09074004491
445	0.0904305776
446	0.09015961661
447	0.08991780488
448	0.08966606942
449	0.08927052263
450	0.0889893131
451	0.08889863111
452	0.08855378801
453	0.08826052624
454	0.08783003213
455	0.08748345444
456	0.08717541764
457	0.08710460386
458	0.0869326937
459	0.08658702132
460	0.08612891211
461	0.08581670816
462	0.08562967052
463	0.08550927259
464	0.08518400054
465	0.08489220384
466	0.08443755689
467	0.08420244162
468	0.08363103867
469	0.08333091459
470	0.08305654664
471	0.08292243792
472	0.08258331686
473	0.08235996357
474	0.08209397136
475	0.08183307924
476	0.08160107378
477	0.0812957045
478	0.08089768368
479	0.08075904846
480	0.08058251505
481	0.08030664748
482	0.08010905722
483	0.07976811865
484	0.07939908124
485	0.07906118338
486	0.0788530405
487	0.0785707529
488	0.07827621958
489	0.07782037016
490	0.07770481662
491	0.07738258528
492	0.07714686186
493	0.07677024344
494	0.07649412708
495	0.07620190192
496	0.07599673064
497	0.07579803467
498	0.07553440592
499	0.07542031744
500	0.07532175036
501	0.0750747349
502	0.07484563192
503	0.07458374466
504	0.07440654091
505	0.07423012498
506	0.07408213961
507	0.07396670355
508	0.07357729345
509	0.07349773075
510	0.07325783329
511	0.07310827919
512	0.0728279404
513	0.07259697845
514	0.07240690701
515	0.07221234363
516	0.0721132237
517	0.07188454918
518	0.07162060945
519	0.0714824718
520	0.0712559465
521	0.07090542282
522	0.07069247702
523	0.0704907127
524	0.07026653013
525	0.06997607411
526	0.06973303919
527	0.0695506317
528	0.06925664432
529	0.06913711714
530	0.06891376385
531	0.06878029782
532	0.06861870531
533	0.0684638438
534	0.06835075738
535	0.06805021867
536	0.06772173315
537	0.06748831099
538	0.06733244744
539	0.06704414755
540	0.06685270088
541	0.06669938046
542	0.06635012143
543	0.06617854298
544	0.06594384926
545	0.06575251317
546	0.06549384629
547	0.06547625169
548	0.06514663973
549	0.06502121082
550	0.0649028861
551	0.06460510475
552	0.06454766315
553	0.06439048657
554	0.06431007385
555	0.06401844992
556	0.06373326675
557	0.06346462775
558	0.06330275881
559	0.0631170411
560	0.06292008663
561	0.0627857844
562	0.0626694776
563	0.06251693117
564	0.06233361147
565	0.06214553722
566	0.06199507782
567	0.06184377532
568	0.06162800996
569	0.06149220812
570	0.0614595275
571	0.0614494379
572	0.06131813492
573	0.06100112804
574	0.06078107115
575	0.06059541564
576	0.06048944722
577	0.06041767286
578	0.06020280589
579	0.06006901506
580	0.05993097416
581	0.05972670127
582	0.05970619036
583	0.05957195724
584	0.05944961741
585	0.0592806512
586	0.05916704648
587	0.05901575089
588	0.0589121321
589	0.05881559676
590	0.05873946867
591	0.05843032616
592	0.05819963372
593	0.05788693912
594	0.05768462195
595	0.05751499922
596	0.05738356839
597	0.05719420184
598	0.05705548024
599	0.0569756031
600	0.05685332202
601	0.05671644556
602	0.05667300155
603	0.05649445022
604	0.05639156742
605	0.05620084984
606	0.05601888809
607	0.05585965903
608	0.05569732707
609	0.05549161676
610	0.05528897479
611	0.05511281456
612	0.0549850533
613	0.05486379153
614	0.0547321361
615	0.05458780994
616	0.05437973271
617	0.05434417725
618	0.05421523771
619	0.05406905603
620	0.05392532763
621	0.05372059172
622	0.05353342968
623	0.05352032012
624	0.05338933848
625	0.05323741747
626	0.05314248541
627	0.05298182584
628	0.05278813321
629	0.05266252808
630	0.05259708736
631	0.05240501183
632	0.05230925049
633	0.05221730384
634	0.05220804698
635	0.05218702814
636	0.05204981652
637	0.05199958276
638	0.0519195916
639	0.05182336724
640	0.05175368682
641	0.0516275323
642	0.05143609945
643	0.05133995111
644	0.05117732891
645	0.05107254222
646	0.05090074608
647	0.05075798173
648	0.05067971824
649	0.05049998518
650	0.05039439685
651	0.05025612099
652	0.0501881475
653	0.04992592162
654	0.04971278232
655	0.04961346198
656	0.04940983869
657	0.04934691692
658	0.04932570112
659	0.04916528342
660	0.04898534996
661	0.04883503568
662	0.04873182117
663	0.04857567082
664	0.04840574403
665	0.04828384994
666	0.04820133638
667	0.04811324589
668	0.04797726783
669	0.0478685455
670	0.04778853361
671	0.04767127659
672	0.04759393913
673	0.04755653851
674	0.04736946631
675	0.04720080417
676	0.04701014878
677	0.04694490502
678	0.04685438889
679	0.04665141866
680	0.04652197465
681	0.04643333477
682	0.04635745892
683	0.0462759474
684	0.04621167114
685	0.04616076359
686	0.04612710856
687	0.04610091707
688	0.04597991446
689	0.04586812724
690	0.04583519093
691	0.04563406239
692	0.045534901
693	0.04547676833
694	0.04543489304
695	0.04520488822
696	0.04517892133
697	0.04507340556
698	0.04487703849
699	0.04486865583
700	0.04481677733
701	0.04470611655
702	0.04468982807
703	0.04462098384
704	0.04447300538
705	0.04445184486
706	0.04439993872
707	0.04434477074
708	0.04419822969
709	0.04413328309
710	0.04407230322
711	0.04399332102
712	0.04386570143
713	0.0437424563
714	0.04360328895
715	0.04354436847
716	0.04350133219
717	0.043453956
718	0.04330730438
719	0.04320677467
720	0.0431313722
721	0.04312115476
722	0.04298051198
723	0.04294492196
724	0.04289953605
725	0.04279406174
726	0.04275371372
727	0.04258302329
728	0.04240150037
729	0.0423057183
730	0.0422136369
731	0.0420615293
732	0.04203736264
733	0.04190070387
734	0.0418684448
735	0.04186537646
736	0.04176023041
737	0.04163774546
738	0.0416096708
739	0.04152179801
740	0.04143568744
741	0.04139726749
742	0.04135183321
743	0.0412935485
744	0.04121350551
745	0.04115813711
746	0.04106623885
747	0.04103971219
748	0.04099956803
749	0.04088924242
750	0.04088258052
751	0.04084561528
752	0.04072304048
753	0.04066656638
754	0.04059622253
755	0.04051248578
756	0.04049089681
757	0.04036537115
758	0.04028223563
759	0.04020031984
760	0.04017046915
761	0.04013923977
762	0.04001857923
763	0.03996860117
764	0.03990599038
765	0.03980077522
766	0.03961384124
767	0.03956160338
768	0.03944417014
769	0.03933769033
770	0.03927871801
771	0.03923386076
772	0.03922385064
773	0.03912522136
774	0.03908623474
775	0.03900023129
776	0.0388862292
777	0.0387962521
778	0.03877329826
779	0.03870398756
780	0.03865378145
781	0.03859072146
782	0.03856688651
783	0.03851459337
784	0.03846137074
785	0.03841698688
786	0.03836626246
787	0.03833728251
788	0.03826183513
789	0.03822783456
790	0.03813963697
791	0.0380981625
792	0.03802213807
793	0.03798791637
794	0.03790130477
795	0.03776384437
796	0.0376976262
797	0.03767773725
798	0.03766149714
799	0.0375727225
800	0.03751205361
801	0.03750571652
802	0.03740516607
803	0.03733042012
804	0.03724378779
805	0.03717395534
806	0.03711663813
807	0.03697314815
808	0.03686960884
809	0.03677167063
810	0.03676030601
811	0.03675404839
812	0.03665244752
813	0.03656892846
814	0.03654947488
815	0.03647340553
816	0.03644073873
817	0.03632072435
818	0.03621737162
819	0.03617120826
820	0.03606728885
821	0.03588192359
822	0.0357597669
823	0.03574387232
824	0.03568643763
825	0.03559664712
826	0.03553138954
827	0.03537716727
828	0.03536536728
829	0.03533637351
830	0.03526913256
831	0.03517907253
832	0.03513779156
833	0.03501760441
834	0.03497918447
835	0.03488980514
836	0.03482411564
837	0.03479031203
838	0.03478470056
839	0.03468146877
840	0.03466023915
841	0.03450950678
842	0.03443925277
843	0.0343912719
844	0.03434852241
845	0.0341584717
846	0.03415183745
847	0.03411062213
848	0.03403191981
849	0.03393999044
850	0.03391812159
851	0.033855611
852	0.0337603645
853	0.03369065644
854	0.03363505654
855	0.03348089992
856	0.03342633316
857	0.03332505019
858	0.03326186581
859	0.03323473447
860	0.0331460393
861	0.03308006646
862	0.03302954245
863	0.03299902833
864	0.03285806421
865	0.03280437856
866	0.03272668866
867	0.03265038435
868	0.03262700896
869	0.0325527744
870	0.03249891253
871	0.03243742818
872	0.03239199735
873	0.03232681578
874	0.03230646382
875	0.03226128177
876	0.0322091614
877	0.03214577316
878	0.03212920825
879	0.0320995856
880	0.03208282719
881	0.03205060613
882	0.03201549986
883	0.03191797975
884	0.03189028864
885	0.03179421287
886	0.03176202636
887	0.03166385664
888	0.03163607915
889	0.03161910651
890	0.03153091928
891	0.03145873028
892	0.03141775684
893	0.03135269276
894	0.03129068665
895	0.03124884246
896	0.03113565238
897	0.03108011467
898	0.03098945341
899	0.0309353013
900	0.03087436289
901	0.03082648913
902	0.03076598955
903	0.03075229258
904	0.03069937747
905	0.03064463795
906	0.0305698609
907	0.0305056952
908	0.03048981791
909	0.03048400602
910	0.03044916927
911	0.03037936446
912	0.03035732629
913	0.03027350315
914	0.0302596265
915	0.03020858765
916	0.03020313857
917	0.03012704158
918	0.03005996649
919	0.03004906143
920	0.030004992
921	0.02993509389
922	0.02988335361
923	0.02982112636
924	0.02980264373
925	0.0297709928
926	0.02971211724
927	0.02969492
928	0.02963700502
929	0.02961308714
930	0.02956339933
931	0.02950957893
932	0.02946776238
933	0.02939715247
934	0.02934907139
935	0.02925185535
936	0.02920897111
937	0.02918147695
938	0.02910143742
939	0.02903518124
940	0.02901758664
941	0.02893982245
942	0.02890075981
943	0.02885952894
944	0.02882591538
945	0.02878965502
946	0.02873051512
947	0.02870342524
948	0.02866619393
949	0.02864795837
950	0.02861528811
951	0.02859960604
952	0.0285341014
953	0.0284631736
954	0.02840414082
955	0.02835557081
956	0.02834319032
957	0.028330777
958	0.02828984848
959	0.02822774217
960	0.02821740206
961	0.02819672529
962	0.02817598979
963	0.02812725046
964	0.02808615954
965	0.02803888528
966	0.02801556691
967	0.0279822004
968	0.02797288653
969	0.02794181437
970	0.02792909007
971	0.02791123114
972	0.02787589854
973	0.02786024757
974	0.02782363477
975	0.02775242018
976	0.0277039832
977	0.02765544601
978	0.02761025014
979	0.02756282903
980	0.02753123339
981	0.02751232576
982	0.02749680782
983	0.02743984651
984	0.02737987905
985	0.02735470862
986	0.02727546899
987	0.02722210642
988	0.02714893611
989	0.02708042877
990	0.02703597235
991	0.02694388749
992	0.02683556253
993	0.02682359668
994	0.02677074895
995	0.02674470086
996	0.02669511671
997	0.02668399396
998	0.02667918067
999	0.02666100903
