iter	Passed	Remaining
764	4302	1321
765	4307	1315
766	4312	1309
767	4317	1304
768	4326	1299
769	4335	1294
770	4340	1289
771	4345	1283
772	4350	1277
773	4356	1271
774	4361	1266
775	4366	1260
776	4371	1254
777	4376	1248
778	4381	1243
779	4386	1237
780	4391	1231
781	4397	1225
782	4402	1220
783	4407	1214
784	4412	1208
785	4417	1202
786	4423	1197
787	4428	1191
788	4433	1185
789	4439	1180
790	4444	1174
791	4449	1168
792	4454	1162
793	4459	1156
794	4464	1151
795	4474	1146
796	4482	1141
797	4488	1136
798	4493	1130
799	4499	1124
800	4505	1119
801	4510	1113
802	4517	1108
803	4525	1103
804	4533	1098
805	4538	1092
806	4544	1086
807	4550	1081
808	4556	1075
809	4561	1069
810	4566	1064
811	4571	1058
812	4576	1052
813	4582	1046
814	4586	1041
815	4592	1035
816	4596	1029
817	4601	1023
818	4606	1018
819	4612	1012
820	4617	1006
821	4622	1000
822	4627	995
823	4632	989
824	4637	983
825	4642	977
826	4647	972
827	4652	966
828	4656	960
829	4662	954
830	4667	949
831	4672	943
832	4678	937
833	4682	932
834	4687	926
835	4693	920
836	4698	914
837	4703	909
838	4708	903
839	4713	897
840	4718	892
841	4724	886
842	4728	880
843	4733	874
844	4739	869
845	4744	863
846	4749	857
847	4755	852
848	4761	846
849	4768	841
850	4773	835
851	4778	830
852	4783	824
853	4787	818
854	4793	812
855	4798	807
856	4803	801
857	4808	795
858	4813	790
859	4818	784
860	4823	778
861	4827	772
862	4833	767
863	4838	761
864	4843	755
865	4848	750
866	4853	744
867	4858	738
868	4863	733
869	4868	727
870	4873	721
871	4878	716
872	4883	710
873	4888	704
874	4893	699
875	4898	693
876	4903	687
877	4908	682
878	4913	676
879	4918	670
880	4923	665
881	4928	659
882	4933	653
883	4938	648
884	4943	642
885	4948	636
886	4953	631
887	4958	625
888	4963	619
889	4968	614
890	4973	608
891	4978	602
892	4983	597
893	4988	591
894	4993	585
895	4998	580
896	5004	574
897	5011	569
898	5017	563
899	5022	558
900	5027	552
901	5032	546
902	5037	541
903	5042	535
904	5047	529
905	5054	524
906	5060	518
907	5065	513
908	5070	507
909	5075	501
910	5080	496
911	5085	490
912	5091	485
913	5096	479
914	5101	473
915	5106	468
916	5111	462
917	5116	457
918	5121	451
919	5126	445
920	5131	440
921	5136	434
922	5142	429
923	5148	423
924	5153	417
925	5158	412
926	5162	406
927	5168	400
928	5173	395
929	5177	389
930	5182	384
931	5188	378
932	5192	372
933	5197	367
934	5202	361
935	5208	356
936	5212	350
937	5218	344
938	5223	339
939	5228	333
940	5233	328
941	5238	322
942	5243	316
943	5248	311
944	5253	305
945	5258	300
946	5263	294
947	5268	289
948	5273	283
949	5278	277
950	5283	272
951	5288	266
952	5293	261
953	5298	255
954	5303	249
955	5308	244
956	5313	238
957	5318	233
958	5323	227
959	5328	222
960	5333	216
961	5338	210
962	5343	205
963	5348	199
964	5353	194
965	5358	188
966	5363	183
967	5368	177
968	5374	171
969	5378	166
970	5384	160
971	5389	155
972	5394	149
973	5399	144
974	5404	138
975	5409	133
976	5414	127
977	5420	121
978	5425	116
979	5430	110
980	5435	105
981	5440	99
982	5445	94
983	5449	88
984	5454	83
985	5459	77
986	5465	71
987	5469	66
988	5474	60
989	5479	55
990	5484	49
991	5489	44
992	5494	38
993	5499	33
994	5504	27
995	5509	22
996	5514	16
997	5519	11
998	5524	5
999	5530	0
