iter	Logloss
124	0.1080110773
125	0.1062983952
126	0.1049122841
127	0.102758962
128	0.1012388661
129	0.1007809624
130	0.09850391856
131	0.09714371995
132	0.09568993137
133	0.09420743563
134	0.09321618377
135	0.09160230799
136	0.09079602469
137	0.08884907255
138	0.08803341465
139	0.08699291563
140	0.08582505909
141	0.08461139454
142	0.08345325177
143	0.08313748653
144	0.08190444194
145	0.08052866196
146	0.07939974867
147	0.07878983675
148	0.07851993379
149	0.07728295485
150	0.07684578788
151	0.07609895392
152	0.0756263507
153	0.07479235061
154	0.07390639001
155	0.07232091614
156	0.07202654561
157	0.07073498778
158	0.07005772392
159	0.069181918
160	0.06772833293
161	0.06700209324
162	0.06581708837
163	0.06502573524
164	0.06393223785
165	0.06283771618
166	0.06197457479
167	0.06136752545
168	0.0603734585
169	0.0597461744
170	0.05928103966
171	0.0589035798
172	0.05859108414
173	0.05774450771
174	0.05729057907
175	0.05666427178
176	0.05617520875
177	0.05540473479
178	0.05520203793
179	0.05428605758
180	0.05325629661
181	0.05263446973
182	0.05205457756
183	0.05132494279
184	0.05085537173
185	0.05016390692
186	0.0496139056
187	0.04904143442
188	0.04830944244
189	0.04768499719
190	0.04710475228
191	0.04661952523
192	0.04569839293
193	0.04509809981
194	0.04461927287
195	0.04384668928
196	0.04369851365
197	0.04313084847
198	0.0425445189
199	0.0420252835
200	0.04176604736
201	0.04105304539
202	0.04040321003
203	0.03984293532
204	0.03951472262
205	0.03892666329
206	0.03869111803
207	0.03813497438
208	0.03775134845
209	0.03741981869
210	0.03720081803
211	0.03681920337
212	0.03645816601
213	0.03619009794
214	0.03587638128
215	0.03560554561
216	0.03537619355
217	0.0350719668
218	0.0347135953
219	0.03433787876
220	0.03395391366
221	0.03363239275
222	0.03331145181
223	0.03284933566
224	0.03266788088
225	0.03212163754
226	0.03170430511
227	0.03126077536
228	0.03075023962
229	0.03050143628
230	0.03012832455
231	0.02988150874
232	0.02958214227
233	0.02906642743
234	0.02872631333
235	0.02834904849
236	0.02809971606
237	0.02788620992
238	0.02744194078
239	0.02700297792
240	0.02671321329
241	0.0263254139
242	0.02586291958
243	0.02565168416
244	0.02550405289
245	0.02517825846
246	0.02483316369
247	0.0244946776
248	0.02404559228
249	0.02374821333
250	0.02334163252
251	0.02322258801
252	0.02283023359
253	0.02256283877
254	0.02244685186
255	0.02225007687
256	0.02198748467
257	0.02167384432
258	0.02161314515
259	0.02145701772
260	0.02128613141
261	0.02110928423
262	0.02102607788
263	0.02096172079
264	0.02072321459
265	0.02054926559
266	0.02035503775
267	0.02022174141
268	0.02016901946
269	0.01994226034
270	0.01979850406
271	0.0196297986
272	0.01952543497
273	0.01928893325
274	0.01919051014
275	0.01897664957
276	0.01892256587
277	0.01875884448
278	0.0185407884
279	0.01841301202
280	0.01819960084
281	0.01800538996
282	0.01781017175
283	0.01768663666
284	0.01759349778
285	0.01731102865
286	0.017182423
287	0.01705218934
288	0.01685742053
289	0.01671946232
290	0.01665403007
291	0.01648276219
292	0.01641957183
293	0.01619408968
294	0.01600510537
295	0.01592717987
296	0.01582245502
297	0.01578339137
298	0.01567428448
299	0.01548570039
300	0.01539968912
301	0.01528176726
302	0.01515974655
303	0.01504486532
304	0.01480116477
305	0.01472002565
306	0.01457741406
307	0.0144157192
308	0.01429971533
309	0.0141718109
310	0.01410530264
311	0.01402593991
312	0.01395145357
313	0.01381212598
314	0.01371329078
315	0.01354011085
316	0.01345545456
317	0.01340866127
318	0.01328740878
319	0.01314345917
320	0.01300269775
321	0.01294794928
322	0.01286286225
323	0.01277134714
324	0.01268626096
325	0.01252419471
326	0.01245880993
327	0.0123672253
328	0.01227551941
329	0.01218072031
330	0.01214547823
331	0.01208853534
332	0.01206140446
333	0.01203852759
334	0.01198393429
335	0.01191302702
336	0.01179841543
337	0.01171946819
338	0.01164775624
339	0.01162203036
340	0.01154869295
341	0.01148535591
342	0.01146283516
343	0.01131425168
344	0.01129644283
345	0.0112432469
346	0.0111728806
347	0.01110137809
348	0.01103778497
349	0.01101614267
350	0.01098308653
351	0.01090292845
352	0.01079267433
353	0.01074341359
354	0.01066491829
355	0.01058186372
356	0.0105323732
357	0.0104830387
358	0.01041328205
359	0.01033039029
360	0.01026486731
361	0.01023754734
362	0.01019262287
363	0.01013283012
364	0.01006550786
365	0.009964459588
366	0.009898224353
367	0.009813902995
368	0.009728198679
369	0.009630988944
370	0.009579367602
371	0.00956398295
372	0.009510106143
373	0.009474066171
374	0.009435144968
375	0.00939092342
376	0.00934965348
377	0.009311947346
378	0.009268892536
379	0.009253395958
380	0.009209609393
381	0.009142410922
382	0.009077333945
383	0.009002720418
384	0.008917295916
385	0.00887772775
386	0.00883365798
387	0.008776532793
388	0.008748059655
389	0.008713567136
390	0.008622002849
391	0.008556680823
392	0.008509875665
393	0.008427182312
394	0.008373592101
395	0.008316912919
396	0.00827295677
397	0.008238428639
398	0.008180997353
399	0.008114370379
400	0.008083392486
401	0.008056304849
402	0.008010729174
403	0.00799761101
404	0.007903145142
405	0.007885649171
406	0.007830228302
407	0.007787485526
408	0.007773256588
409	0.007754134306
410	0.00770688399
411	0.007648163866
412	0.007602513574
413	0.007577700057
414	0.007552711868
415	0.007469090891
416	0.007421137649
417	0.007392238855
418	0.007298769293
419	0.007220505472
420	0.007198559618
421	0.007130553079
422	0.007119411417
423	0.007053712491
424	0.006975020046
425	0.006938326752
426	0.006880649993
427	0.006850447947
428	0.006796892925
429	0.006781287814
430	0.006771045794
431	0.006702663203
432	0.006661299144
433	0.006617572781
434	0.006574331852
435	0.006536521424
436	0.006512834368
437	0.006451193585
438	0.00643602812
439	0.006415245188
440	0.006374031635
441	0.006313120063
442	0.006257567767
443	0.006219308789
444	0.006197315452
445	0.006173497392
446	0.006155755524
447	0.00613047989
448	0.006106229391
449	0.006078789443
450	0.006051865878
451	0.006037274031
452	0.006017629007
453	0.005984482136
454	0.005922807013
455	0.005890392321
456	0.005861850077
457	0.005836982293
458	0.005818996224
459	0.005768814649
460	0.00571756724
461	0.005662198518
462	0.005627136198
463	0.005613775105
464	0.005575010344
465	0.005569135109
466	0.005546505833
467	0.005494322745
468	0.005480934519
469	0.005434694499
470	0.005417459262
471	0.005384840646
472	0.005349146201
473	0.005313085878
474	0.005291231176
475	0.005267621281
476	0.005255556658
477	0.005230491308
478	0.005206986978
479	0.005200004785
480	0.005178243354
481	0.005159553935
482	0.005132474353
483	0.005097327664
484	0.005080506636
485	0.005044152086
486	0.005027805045
487	0.005006039799
488	0.00498614591
489	0.004983041677
490	0.004949289816
491	0.004912343418
492	0.004883913524
493	0.004849024602
494	0.004804517306
495	0.004784037505
496	0.004753662907
497	0.004737341304
498	0.004722831281
499	0.00470309341
500	0.004684347181
501	0.004676346636
502	0.004671872165
503	0.004659552318
504	0.004633315991
505	0.004623023944
506	0.004593455718
507	0.004577201948
508	0.004563929887
509	0.004526808818
510	0.004516216183
511	0.004488765212
512	0.0044754427
513	0.004460247558
514	0.004450774601
515	0.004418013534
516	0.004400439977
517	0.004385621311
518	0.004374050601
519	0.004364532705
520	0.004351058415
521	0.004324967083
522	0.004297212981
523	0.004257081373
524	0.004250105539
525	0.004230233273
526	0.004203091792
527	0.004182609872
528	0.004165320792
529	0.004158782485
530	0.004130682431
531	0.00412129893
532	0.004106066479
533	0.004096816949
534	0.0040778952
535	0.004059816284
536	0.004051792845
537	0.004038389357
538	0.004027784003
539	0.004006966307
540	0.003994538774
541	0.003983600612
542	0.003957801812
543	0.003948786308
544	0.003915558885
545	0.00390174458
546	0.003887377431
547	0.003873651309
548	0.003854486208
549	0.003835650947
550	0.003805717692
551	0.003789120515
552	0.003771459199
553	0.003760452355
554	0.003746321776
555	0.003727987636
556	0.003706638718
557	0.003700230566
558	0.003678274537
559	0.003662515528
560	0.003645719938
561	0.003631663552
562	0.003618278718
563	0.003603602927
564	0.003578471864
565	0.003565753918
566	0.00355197565
567	0.003547715066
568	0.003519985341
569	0.003502558687
570	0.003490975894
571	0.003486199563
572	0.003464618315
573	0.003451360033
574	0.003431609656
575	0.003427167405
576	0.003414231121
577	0.003399222309
578	0.003382680883
579	0.0033737737
580	0.003354157505
581	0.003350438318
582	0.003341221857
583	0.003332079164
584	0.003316748567
585	0.003300823578
586	0.003285805015
587	0.003276475993
588	0.003260875333
589	0.003253327789
590	0.003241094006
591	0.003227470695
592	0.003214656511
593	0.00319885447
594	0.003187604486
595	0.003173509307
596	0.003156698666
597	0.003137344479
598	0.003126246908
599	0.00311278449
600	0.003092509673
601	0.003077333822
602	0.00305608411
603	0.003040600251
604	0.003025200761
605	0.003013384366
606	0.002997470612
607	0.002984706455
608	0.00297705165
609	0.002964535085
610	0.002949236285
611	0.002940027455
612	0.002918415046
613	0.002899438818
614	0.00288438867
615	0.002872521401
616	0.002864602044
617	0.00286081248
618	0.002840000719
619	0.002809149378
620	0.00279359811
621	0.002784355363
622	0.00277872115
623	0.002760622095
624	0.002747872353
625	0.0027370069
626	0.002717353397
627	0.002707190233
628	0.002698276903
629	0.002691235143
630	0.002675024617
631	0.002659332383
632	0.002652451304
633	0.002642360001
634	0.002630560989
635	0.002627543031
636	0.002613079432
637	0.002604091061
638	0.00260167661
639	0.002595512023
640	0.002583439556
641	0.00257351805
642	0.002563480802
643	0.002552327268
644	0.002546669737
645	0.002528699991
646	0.002517390228
647	0.002499234363
648	0.002481995946
649	0.002477932716
650	0.002466112082
651	0.002458067233
652	0.002448557179
653	0.002443973114
654	0.002430028654
655	0.002412193514
656	0.002403322792
657	0.002394625045
658	0.002388524688
659	0.002376679888
660	0.002366474328
661	0.002357134495
662	0.002351817827
663	0.002342939686
664	0.00233512208
665	0.002321012274
666	0.00231123661
667	0.002301186008
668	0.002285376124
669	0.002268566755
670	0.002255049858
671	0.002241424215
672	0.00223442909
673	0.002228939447
674	0.002223039411
675	0.002216338727
676	0.002210803932
677	0.002202795968
678	0.002198810322
679	0.002190304842
680	0.002186906804
681	0.002182335458
682	0.002170256208
683	0.002164665874
684	0.002152646191
685	0.002144062066
686	0.00213622199
687	0.002124973489
688	0.002117376342
689	0.002107748215
690	0.002105315958
691	0.002099243159
692	0.002090675568
693	0.002086781709
694	0.002079864381
695	0.002070779348
696	0.002059812568
697	0.002049270385
698	0.002038571972
699	0.002029983395
700	0.002021352846
701	0.00201642071
702	0.002003914956
703	0.002000457988
704	0.00199198812
705	0.001989765935
706	0.001981527549
707	0.001973285771
708	0.001964849819
709	0.001954458989
710	0.001940308272
711	0.001932491302
712	0.001922227872
713	0.00191674692
714	0.001908345945
715	0.00190664841
716	0.00190089464
717	0.001890256854
718	0.001884557563
719	0.001882550749
720	0.001877849671
721	0.001872636026
722	0.001866842616
723	0.001860121581
724	0.001854987216
725	0.001844563954
726	0.001839869659
727	0.001838430104
728	0.00183460747
729	0.001831451302
730	0.001821803461
731	0.001813420505
732	0.001809871114
733	0.001806830262
734	0.001804082367
735	0.001800051569
736	0.001788485735
737	0.001786540608
738	0.001783034248
739	0.001778830899
740	0.001771798678
741	0.001762805432
742	0.001751801556
743	0.001738564896
744	0.001731285613
745	0.001724336806
746	0.001718175717
747	0.001713070181
748	0.00170665938
749	0.001699544911
750	0.001692791338
751	0.001679991568
752	0.001675008133
753	0.001668199975
754	0.00166233587
755	0.001652993068
756	0.001646298213
757	0.001639145376
758	0.001635157399
759	0.001629359855
760	0.001623959985
761	0.001616651555
762	0.001608722871
763	0.001603562751
764	0.001601133779
765	0.001594658854
766	0.001589841823
767	0.00158550482
768	0.001582253049
769	0.001575640442
770	0.001572504836
771	0.001565231488
772	0.001558346169
773	0.001552734214
774	0.00154584614
775	0.001538690017
776	0.001528266648
777	0.001523310664
778	0.001517072944
779	0.001516434778
780	0.001511075503
781	0.001503884085
782	0.001496750008
783	0.001493260713
784	0.001489418472
785	0.001483831212
786	0.001478640779
787	0.001471567434
788	0.001468265635
789	0.001463309122
790	0.001458642596
791	0.001451689444
792	0.001447996543
793	0.001443318465
794	0.001438082879
795	0.001433127426
796	0.00142846143
797	0.001416987277
798	0.001413952785
799	0.00141252775
800	0.001406470849
801	0.001404136845
802	0.001401040666
803	0.001397507174
804	0.001391365481
805	0.001386683905
806	0.001383809987
807	0.001381592042
808	0.001379648398
809	0.001376372991
810	0.001373448729
811	0.001371293105
812	0.001366399974
813	0.001358939765
814	0.001351642888
815	0.001346194793
816	0.001337325025
817	0.001329344936
818	0.001328280585
819	0.001321441054
820	0.001317595209
821	0.001316026664
822	0.001310948155
823	0.00130952842
824	0.001303577403
825	0.001299070287
826	0.001294581401
827	0.001290942554
828	0.00128792926
829	0.001285633306
830	0.00127751543
831	0.001273333491
832	0.001265584036
833	0.00126298919
834	0.001258211588
835	0.001253287189
836	0.001247967554
837	0.001245219553
838	0.001239037477
839	0.001237791671
840	0.001234092198
841	0.001230784358
842	0.00122452544
843	0.001219664106
844	0.001217779922
845	0.001215414757
846	0.001209697553
847	0.001200478124
848	0.001196418285
849	0.001195456957
850	0.001193221629
851	0.001188685577
852	0.001187055028
853	0.001185779015
854	0.00118223291
855	0.001180981274
856	0.001178554635
857	0.001176551107
858	0.001172645801
859	0.001169644378
860	0.001163946041
861	0.001159853345
862	0.001155434306
863	0.00114902891
864	0.00114197422
865	0.001138283756
866	0.001137210184
867	0.001133357555
868	0.001128480534
869	0.001123694664
870	0.001121805818
871	0.001113615233
872	0.001111584148
873	0.00111052446
874	0.001106333406
875	0.001100824473
876	0.001098985123
877	0.001097874136
878	0.001094099199
879	0.001090864386
880	0.001090050807
881	0.001084219558
882	0.001079542646
883	0.001076468726
884	0.001071988425
885	0.001069467772
886	0.001068460338
887	0.001064736063
888	0.001057839403
889	0.001054156359
890	0.001051463367
891	0.001045938853
892	0.001044149319
893	0.001038935885
894	0.001034247208
895	0.001033251645
896	0.001028943471
897	0.001027515893
898	0.001025559001
899	0.00102206165
900	0.001018493393
901	0.001018065618
902	0.001013192836
903	0.001008622232
904	0.001007073719
905	0.001003364707
906	0.001002395217
907	0.0009992786884
908	0.0009974476062
909	0.0009968946566
910	0.0009947549317
911	0.0009905272049
912	0.0009872468161
913	0.0009844264238
914	0.0009812399421
915	0.0009802830649
916	0.0009769901694
917	0.0009726406602
918	0.0009687384284
919	0.0009656469138
920	0.0009620530068
921	0.0009598409967
922	0.0009559353733
923	0.0009525764461
924	0.0009500437104
925	0.0009467902431
926	0.0009462596575
927	0.000942323509
928	0.0009395458306
929	0.0009386750172
930	0.0009353161959
931	0.0009332582952
932	0.0009312799929
933	0.0009286172076
934	0.0009262963459
935	0.0009234092858
936	0.0009199554976
937	0.0009176657968
938	0.0009165905289
939	0.0009138478271
940	0.0009117808113
941	0.0009109848268
942	0.0009089269261
943	0.0009045326891
944	0.0009029027757
945	0.0009000904386
946	0.000897757176
947	0.0008944555893
948	0.0008929599652
949	0.0008916916896
950	0.00088800944
951	0.0008865273826
952	0.0008845395942
953	0.0008815894702
954	0.0008790855108
955	0.0008779851232
956	0.0008758497968
957	0.0008746302236
958	0.0008718617663
959	0.000869503808
960	0.0008659878567
961	0.0008635013856
962	0.0008591402174
963	0.0008562300516
964	0.0008511796308
965	0.000849186278
966	0.0008484928388
967	0.0008462912157
968	0.0008449225146
969	0.0008409889628
970	0.0008392538545
971	0.0008386916838
972	0.0008362863481
973	0.0008335187387
974	0.0008325494607
975	0.0008290532235
976	0.0008258534931
977	0.0008233948444
978	0.0008217917465
979	0.0008186453821
980	0.0008167573832
981	0.00081216468
982	0.0008093414789
983	0.0008073042993
984	0.0008048988575
985	0.0008030805471
986	0.0008010273629
987	0.0007980039998
988	0.0007955183236
989	0.0007939860271
990	0.0007913339997
991	0.0007883901821
992	0.0007869566681
993	0.0007849958541
994	0.0007796140558
995	0.0007783656003
996	0.0007768217508
997	0.0007749350768
998	0.0007730967873
999	0.0007718481728
